0,0,C,0,2,6636
0,1,A,3,0,119
0,2,A,1,1,160
0,3,C,0,0,10
0,4,A,2,1,150
0,5,A,4,1,160
0,6,A,5,1,170
0,7,A,0,1,149
0,8,C,3,0,64
0,9,C,4,1,140
0,10,A,2,0,129
0,11,A,5,2,169
0,12,A,1,1,170
0,13,C,4,0,129
0,14,C,1,1,169
0,15,A,0,0,35
0,16,A,1,1,164
0,17,C,0,0,136
0,18,C,2,1,189
0,19,C,4,1,154
1,0,P,3,0,212
1,1,P,6,1,190
1,2,N,2,0,71
1,3,P,6,0,89
1,4,N,2,0,55
1,5,P,5,0,120
1,6,N,4,0,14
1,7,P,5,0,170
1,8,P,3,2,175
1,9,P,4,1,150
1,10,P,6,1,185
1,11,N,3,0,100
1,12,P,6,0,65
1,13,P,1,1,160
1,14,N,6,0,65
1,15,N,1,1,155
1,16,N,3,1,166
1,17,P,2,0,134
1,18,P,0,2,179
1,19,N,6,0,144
2,0,A,3,0,300
2,1,P,0,1,166
2,2,C,4,0,9
2,3,P,4,1,163
2,4,C,0,0,136
2,5,N,2,1,164
2,6,C,1,1,150
2,7,P,0,0,50
2,8,A,0,1,174
2,9,P,6,1,160
2,10,A,4,1,169
2,11,P,3,2,165
2,12,A,2,1,170
2,13,P,5,1,178
2,14,C,5,0,98
2,15,P,2,0,39
2,16,C,3,0,129
2,17,N,5,1,131
2,18,A,2,0,95
2,19,N,0,0,74
2,20,C,0,1,145
2,21,N,4,1,279
2,22,C,3,1,160
2,23,N,5,1,166
2,24,C,1,1,149
2,25,N,6,1,180
2,26,C,4,1,141
2,27,P,1,0,73
2,28,A,0,1,169
2,29,N,2,0,80
2,30,C,4,1,164
2,31,N,4,1,170
2,32,C,5,1,174
2,33,N,6,1,140
2,34,A,3,0,125
2,35,P,4,1,171
2,36,C,1,0,29
2,37,N,6,0,143
2,38,A,5,0,16
2,39,N,5,1,174
3,0,C,4,1,343
3,1,P,3,0,109
3,2,A,5,1,185
3,3,N,6,0,65
3,4,A,0,0,106
3,5,N,2,0,74
3,6,C,3,1,165
3,7,N,5,1,154
3,8,A,4,0,130
3,9,P,4,1,165
3,10,A,5,2,184
3,11,N,6,0,161
3,12,A,4,0,19
3,13,P,0,1,180
3,14,A,1,1,171
3,15,N,1,1,204
3,16,A,0,1,190
3,17,N,6,0,154
3,18,A,5,0,26
3,19,N,2,0,150
3,20,A,2,0,25
3,21,P,6,1,188
3,22,C,4,0,130
3,23,P,4,0,20
3,24,A,2,1,180
3,25,N,1,0,107
3,26,C,5,1,138
3,27,P,6,0,80
3,28,A,1,1,175
3,29,P,5,1,160
3,30,C,5,0,20
3,31,N,2,0,160
3,32,C,1,2,195
3,33,N,4,0,141
3,34,C,0,1,163
3,35,P,0,0,45
3,36,A,2,1,200
3,37,P,1,1,205
3,38,C,4,0,67
3,39,P,2,0,108
4,0,C,1,0,399
4,1,C,3,1,175
4,2,A,0,0,64
4,3,A,3,1,164
4,4,C,0,0,130
4,5,C,2,2,166
4,6,A,5,0,134
4,7,A,1,1,155
4,8,A,5,1,139
4,9,A,4,1,154
4,10,A,2,1,149
4,11,C,1,0,130
4,12,A,3,0,14
4,13,C,1,1,160
4,14,A,5,0,139
4,15,C,3,0,45
4,16,A,1,0,109
4,17,C,2,0,65
4,18,A,5,0,95
4,19,A,2,1,150
5,0,A,1,1,283
5,1,P,3,0,79
5,2,A,4,0,60
5,3,N,6,1,160
5,4,A,1,1,144
5,5,N,5,0,131
5,6,A,0,1,143
5,7,P,1,0,21
5,8,A,5,0,120
5,9,N,0,1,149
5,10,C,4,0,73
5,11,P,2,1,166
5,12,C,0,1,179
5,13,N,1,0,20
5,14,A,3,0,135
5,15,P,2,0,37
5,16,C,1,1,173
5,17,P,1,1,184
5,18,A,2,0,94
5,19,P,3,0,70
5,20,C,0,1,195
5,21,P,5,1,194
5,22,C,4,1,176
5,23,P,6,1,194
5,24,C,3,2,230
5,25,N,2,0,111
5,26,A,0,1,159
5,27,N,4,1,149
5,28,C,5,0,56
5,29,N,1,0,100
5,30,A,0,1,151
5,31,P,0,0,94
5,32,A,1,0,59
5,33,N,2,1,166
5,34,C,4,0,124
5,35,P,0,2,165
5,36,A,0,0,124
5,37,P,3,0,27
5,38,C,2,1,179
5,39,N,6,0,104
6,0,A,1,0,403
6,1,P,4,0,21
6,2,A,4,0,119
6,3,P,6,0,50
6,4,A,3,0,119
6,5,N,1,1,160
6,6,C,0,0,80
6,7,N,2,0,80
6,8,A,1,1,165
6,9,N,3,1,176
6,10,A,5,1,168
6,11,P,0,0,184
6,12,A,3,0,11
6,13,N,1,0,174
6,14,C,2,0,46
6,15,P,3,1,210
6,16,C,0,1,204
6,17,N,2,0,85
6,18,C,3,0,120
6,19,P,0,1,180
6,20,C,2,1,175
6,21,P,5,2,176
6,22,C,0,1,163
6,23,N,1,0,96
6,24,A,5,1,163
6,25,P,3,0,80
6,26,A,1,0,40
6,27,P,4,0,140
6,28,C,0,2,180
6,29,N,2,0,139
6,30,A,4,1,190
6,31,N,6,0,185
6,32,A,3,1,180
6,33,P,0,0,54
6,34,C,5,1,205
6,35,P,2,1,191
6,36,C,3,1,203
6,37,P,5,1,200
6,38,A,5,0,105
6,39,P,6,0,69
