0,0,F,6,2,2251
0,1,F,4,0,158
0,2,M,2,0,7
0,3,F,4,0,105
0,4,F,6,1,149
0,5,F,1,1,150
0,6,M,3,0,69
0,7,F,7,0,71
0,8,M,0,0,76
0,9,F,1,0,52
0,10,M,2,0,99
0,11,F,1,0,40
0,12,M,4,0,109
0,13,F,2,0,19
0,14,M,0,0,129
0,15,M,5,2,158
0,16,M,1,1,151
0,17,M,6,1,150
0,18,F,5,0,130
0,19,M,7,0,60
1,0,S,4,0,80
1,1,L,0,0,105
1,2,L,4,1,159
1,3,S,3,0,74
1,4,S,0,1,160
1,5,L,3,0,85
1,6,S,1,0,93
1,7,L,0,0,55
1,8,S,1,0,101
1,9,S,6,1,178
1,10,L,1,0,10
1,11,S,4,1,160
1,12,L,1,0,136
1,13,L,5,1,150
1,14,S,1,0,44
1,15,L,3,0,124
1,16,S,4,0,36
1,17,L,1,0,114
1,18,S,5,0,69
1,19,L,6,0,80
2,0,F,7,1,184
2,1,S,2,0,54
2,2,M,4,1,165
2,3,S,3,1,175
2,4,M,7,1,169
2,5,L,5,0,56
2,6,F,6,1,154
2,7,L,6,1,155
2,8,F,3,1,143
2,9,S,1,1,159
2,10,M,4,1,170
2,11,L,3,0,130
2,12,F,0,1,161
2,13,L,0,1,155
2,14,M,6,0,54
2,15,L,6,0,145
2,16,F,0,1,116
2,17,L,3,1,179
2,18,F,2,1,150
2,19,S,1,0,129
2,20,M,1,2,186
2,21,S,5,1,184
2,22,M,4,1,190
2,23,S,1,1,165
2,24,M,7,1,175
2,25,S,0,1,170
2,26,M,1,1,185
2,27,S,5,2,414
2,28,F,7,0,170
2,29,L,3,1,170
2,30,M,3,0,79
2,31,S,5,1,200
2,32,M,2,1,217
2,33,S,4,1,228
2,34,F,3,0,104
2,35,S,5,0,110
2,36,M,2,1,210
2,37,S,6,1,179
2,38,M,7,1,186
2,39,L,2,0,79
3,0,M,3,0,54
3,1,L,5,0,139
3,2,M,2,0,75
3,3,S,2,1,153
3,4,M,0,1,170
3,5,L,0,0,135
3,6,F,7,1,190
3,7,S,5,0,24
3,8,F,2,0,147
3,9,S,6,0,29
3,10,M,0,1,174
3,11,L,1,0,150
3,12,M,5,0,29
3,13,L,0,0,140
3,14,F,6,1,155
3,15,S,5,0,54
3,16,F,2,0,120
3,17,S,6,0,35
3,18,F,5,0,130
3,19,S,0,0,41
3,20,M,0,1,169
3,21,S,3,1,199
3,22,F,1,0,114
3,23,S,2,0,56
3,24,M,5,1,190
3,25,S,6,1,191
3,26,F,2,0,69
3,27,S,0,0,134
3,28,M,1,1,200
3,29,S,2,2,195
3,30,F,0,0,165
3,31,L,0,2,245
3,32,F,4,0,155
3,33,L,3,1,204
3,34,M,5,0,35
3,35,S,1,1,199
3,36,M,0,1,190
3,37,L,4,0,80
3,38,F,4,1,155
3,39,S,0,0,133
4,0,F,4,0,123
4,1,M,0,0,39
4,2,F,6,1,176
4,3,M,0,0,163
4,4,F,1,0,18
4,5,F,0,1,194
4,6,F,3,1,199
4,7,M,1,0,130
4,8,F,0,0,65
4,9,F,4,1,200
4,10,M,7,0,85
4,11,F,1,0,104
4,12,F,6,1,199
4,13,M,5,0,70
4,14,M,7,1,200
4,15,F,5,0,124
4,16,M,7,0,65
4,17,F,4,0,125
4,18,M,6,0,70
4,19,F,0,0,150
5,0,F,1,0,213
5,1,L,0,0,136
5,2,M,4,1,164
5,3,L,1,1,176
5,4,M,6,1,159
5,5,L,2,1,143
5,6,F,2,0,140
5,7,L,0,0,16
5,8,F,5,1,164
5,9,S,3,1,175
5,10,M,0,0,140
5,11,S,6,0,30
5,12,M,7,0,130
5,13,S,0,0,34
5,14,F,3,1,160
5,15,L,2,0,160
5,16,M,4,1,205
5,17,L,3,1,200
5,18,F,5,0,25
5,19,L,2,0,155
5,20,M,7,1,225
5,21,S,3,0,50
5,22,M,3,0,130
5,23,L,1,1,195
5,24,F,7,0,95
5,25,S,3,1,179
5,26,F,4,1,226
5,27,L,5,0,94
5,28,M,1,1,195
5,29,L,2,1,169
5,30,F,6,0,119
5,31,L,6,0,40
5,32,M,0,1,170
5,33,S,3,0,165
5,34,F,2,2,175
5,35,L,4,0,170
5,36,F,5,0,11
5,37,S,1,1,189
5,38,F,4,1,213
5,39,S,0,0,177
6,0,F,2,0,52
6,1,L,4,0,166
6,2,F,7,0,44
6,3,L,5,0,116
6,4,F,2,0,64
6,5,L,0,0,126
6,6,M,6,1,189
6,7,S,4,0,54
6,8,F,7,1,165
6,9,S,3,1,184
6,10,M,0,0,144
6,11,L,5,1,164
6,12,F,7,0,40
6,13,S,4,1,170
6,14,F,5,1,170
6,15,L,0,1,175
6,16,F,0,1,180
6,17,S,4,1,190
6,18,F,2,1,184
6,19,S,3,1,190
6,20,M,5,0,141
6,21,L,1,1,194
6,22,F,2,0,50
6,23,S,6,1,224
6,24,F,7,1,180
6,25,S,4,1,196
6,26,F,2,1,189
6,27,L,5,0,20
6,28,F,6,0,180
6,29,L,6,0,15
6,30,F,0,0,185
6,31,S,5,1,210
6,32,F,3,1,195
6,33,L,0,0,29
6,34,M,5,0,155
6,35,L,2,1,170
6,36,F,6,0,34
6,37,L,0,0,135
6,38,M,4,1,175
6,39,L,6,1,159
