0,0,F,6,2,3658
0,1,F,1,0,129
0,2,M,7,0,10
0,3,F,1,0,111
0,4,M,5,0,19
0,5,F,0,0,130
0,6,F,4,1,140
0,7,M,7,0,40
0,8,M,5,1,170
0,9,F,2,0,46
0,10,M,7,0,89
0,11,M,4,1,171
0,12,F,6,0,9
0,13,M,3,1,144
0,14,M,7,1,145
0,15,M,1,1,144
0,16,M,7,1,177
0,17,F,6,0,103
0,18,F,3,1,135
0,19,F,2,1,124
1,0,S,1,1,179
1,1,S,4,1,169
1,2,S,6,1,165
1,3,L,3,0,114
1,4,S,1,0,50
1,5,L,5,0,115
1,6,L,3,1,144
1,7,L,4,1,160
1,8,S,1,0,110
1,9,L,0,0,39
1,10,L,6,0,126
1,11,L,1,1,185
1,12,S,6,0,9
1,13,L,0,0,146
1,14,L,1,1,149
1,15,S,3,0,31
1,16,S,6,1,174
1,17,L,5,0,129
1,18,L,4,1,160
1,19,L,5,1,176
2,0,F,5,0,7
2,1,S,5,0,36
2,2,F,2,0,114
2,3,L,3,1,159
2,4,F,0,1,150
2,5,S,4,0,140
2,6,F,3,0,20
2,7,S,0,1,170
2,8,F,5,0,144
2,9,L,2,1,146
2,10,F,7,1,165
2,11,S,6,0,99
2,12,F,5,0,75
2,13,S,2,0,114
2,14,M,3,1,201
2,15,L,5,0,49
2,16,M,4,0,151
2,17,S,6,2,214
2,18,F,0,1,184
2,19,L,1,0,170
2,20,M,5,0,25
2,21,L,2,0,149
2,22,F,0,1,170
2,23,S,6,0,30
2,24,M,1,1,184
2,25,S,4,1,169
2,26,M,4,1,165
2,27,L,1,0,120
2,28,M,0,0,60
2,29,L,6,0,114
2,30,M,1,0,66
2,31,S,3,1,154
2,32,M,4,1,199
2,33,S,4,1,179
2,34,F,6,0,110
2,35,L,2,1,150
2,36,M,4,0,136
2,37,L,1,0,50
2,38,M,7,0,139
2,39,L,3,0,9
3,0,M,7,1,193
3,1,L,2,0,175
3,2,M,5,0,15
3,3,S,0,1,184
3,4,F,1,0,151
3,5,S,4,0,38
3,6,M,0,1,195
3,7,S,5,1,190
3,8,M,5,1,184
3,9,S,0,1,200
3,10,M,2,1,170
3,11,S,4,1,200
3,12,F,4,0,89
3,13,L,1,1,179
3,14,M,2,0,121
3,15,S,3,1,204
3,16,F,1,0,40
3,17,L,6,1,182
3,18,M,3,0,162
3,19,S,1,1,201
3,20,M,7,2,178
3,21,L,3,0,176
3,22,M,1,0,34
3,23,L,0,0,147
3,24,M,0,0,40
3,25,S,3,1,208
3,26,M,4,1,195
3,27,S,4,1,196
3,28,M,1,1,223
3,29,L,3,0,116
3,30,M,0,0,110
3,31,S,1,1,164
3,32,F,6,0,90
3,33,S,4,0,136
3,34,F,1,0,50
3,35,L,3,1,189
3,36,F,5,1,225
3,37,L,5,1,185
3,38,F,2,0,160
3,39,S,2,0,19
4,0,M,4,1,272
4,1,M,0,1,149
4,2,F,4,1,166
4,3,M,7,0,145
4,4,F,6,0,20
4,5,M,3,0,129
4,6,F,5,0,56
4,7,F,7,1,180
4,8,M,6,0,85
4,9,F,5,0,94
4,10,M,4,0,65
4,11,M,7,1,130
4,12,F,1,0,116
4,13,F,0,1,18667
4,14,F,3,1,164
4,15,M,5,0,10
4,16,M,0,0,160
4,17,F,7,0,29
4,18,M,2,0,124
4,19,F,1,0,70
5,0,M,3,1,269
5,1,S,1,0,179
5,2,M,6,0,10
5,3,L,0,0,170
5,4,M,7,1,171
5,5,L,2,1,164
5,6,F,1,0,90
5,7,S,0,1,178
5,8,M,0,0,72
5,9,S,6,0,140
5,10,F,6,2,194
5,11,S,0,1,224
5,12,F,2,1,200
5,13,S,5,1,205
5,14,F,0,1,210
5,15,S,0,1,189
5,16,F,3,1,216
5,17,S,4,2,198
5,18,M,7,0,140
5,19,S,0,0,80
5,20,F,1,1,195
5,21,S,2,1,169
5,22,M,6,0,55
5,23,L,4,1,165
5,24,M,0,0,155
5,25,S,0,0,25
5,26,M,7,0,125
5,27,S,2,0,59
5,28,M,4,0,110
5,29,L,6,1,160
5,30,F,6,0,115
5,31,S,4,2,215
5,32,F,1,1,184
5,33,S,3,1,180
5,34,F,3,1,189
5,35,S,2,2,189
5,36,F,0,1,175
5,37,S,1,1,185
5,38,M,6,0,100
5,39,L,0,1,145
6,0,M,4,1,222
6,1,S,2,0,86
6,2,F,3,1,194
6,3,S,0,1,205
6,4,M,2,0,10
6,5,L,6,0,170
6,6,F,7,0,35
6,7,S,3,1,219
6,8,M,0,0,75
6,9,L,4,1,154
6,10,M,3,0,162
6,11,S,0,0,29
6,12,F,1,1,209
6,13,S,6,1,230
6,14,F,7,1,160
6,15,L,2,0,90
6,16,M,1,1,180
6,17,S,1,0,109
6,18,M,4,0,55
6,19,S,6,0,119
6,20,M,7,0,65
6,21,S,5,0,115
6,22,F,6,1,171
6,23,S,0,1,179
6,24,F,1,1,160
6,25,L,6,0,49
6,26,M,7,1,169
6,27,L,4,0,189
6,28,F,0,0,9
6,29,L,3,0,179
6,30,M,7,1,176
6,31,S,6,0,9
6,32,F,5,1,195
6,33,S,1,1,205
6,34,M,3,0,136
6,35,L,4,1,179
6,36,M,7,1,190
6,37,L,5,1,220
6,38,M,4,1,185
6,39,L,2,1,219
